经号,经名,所属藏经,部类,册别,卷数,作译者,时间
X1157,淨土決,卍續,淨土宗部類,61,1卷,明 李贄集,明1368~1644
X1158,答四十八問,卍續,淨土宗部類,61,1卷,明 袾宏著,明1368~1644
X1160,西方願文,卍續,淨土宗部類,61,1卷,明 袾宏著並釋,明1368~1644
X1161,西方發願文註,卍續,淨土宗部類,61,1卷,清 實賢註,清1644~1911
X1162,淨土資糧全集,卍續,淨土宗部類,61,6卷,明 袾宏校正　莊廣還輯,明1368~1644
X1163,西方直指,卍續,淨土宗部類,61,3卷,明 一念編,明1368~1644
X1164,淨土十要,卍續,淨土宗部類,61,10卷,明 成時(評點節要),明1368~1644
X1165,西方合論標註,卍續,淨土宗部類,61,10卷,明 明教標註,明1368~1644
X1166,淨慈要語,卍續,淨土宗部類,61,2卷,明 元賢述,明1368~1644
X1167,淨土生無生論註,卍續,淨土宗部類,61,1卷,明 正寂註,明1368~1644
X1168,淨土生無生論親聞記,卍續,淨土宗部類,61,2卷,明 受教記,明1368~1644
X1169,淨土生無生論會集,卍續,淨土宗部類,61,1卷,清 達默集,清1644~1911
X1170,雲棲淨土彙語,卍續,淨土宗部類,62,1卷,清 虞執西．嚴培西同錄,清1644~1911
X1171,淨土旨訣,卍續,淨土宗部類,62,1卷,清 道霑撰,清1644~1911
X1172,淨土晨鐘,卍續,淨土宗部類,62,10卷,清 周克復纂,清1644~1911
X1173,西歸直指,卍續,淨土宗部類,62,4卷,清 周夢顏彙集,清1644~1911
X1174,淨土警語,卍續,淨土宗部類,62,1卷,清 行策著,清1644~1911
X1175,起一心精進念佛七期規式,卍續,淨土宗部類,62,1卷,清 行策定,清1644~1911
X1176,淨土全書,卍續,淨土宗部類,62,2卷,清 俞行敏重輯,清1644~1911
X1177,角虎集,卍續,淨土宗部類,62,2卷,清 濟能纂輯,清1644~1911
X1178,東海若解,卍續,淨土宗部類,62,1卷,清 實賢解,清1644~1911
X1179,省菴法師語錄,卍續,淨土宗部類,62,2卷,清 彭際清重訂,清1644~1911
X1180,重訂西方公據,卍續,淨土宗部類,62,2卷,清 彭際清集,清1644~1911
X1181,念佛警策,卍續,淨土宗部類,62,2卷,清 彭際清纂,清1644~1911
X1182,徹悟禪師語錄,卍續,淨土宗部類,62,2卷,清 了亮等集,清1644~1911
X1183,淨業知津,卍續,淨土宗部類,62,1卷,清 悟開述,清1644~1911
X1184,念佛百問,卍續,淨土宗部類,62,1卷,清 悟開著,清1644~1911
X1185,徑中徑又徑,卍續,淨土宗部類,62,4卷,清 張師誠著,清1644~1911
X1186,勸修淨土切要,卍續,淨土宗部類,62,1卷,清 真益願纂述,清1644~1911
X1187,淨土隨學,卍續,淨土宗部類,62,2卷,清 古崑編,清1644~1911
X1188,淨土必求,卍續,淨土宗部類,62,1卷,清 古崑集,清1644~1911
X1189,淨土承恩集,卍續,淨土宗部類,62,1卷,清 芳慧編,清1644~1911
X1190,念佛三昧,卍續,淨土宗部類,62,1卷,瑞聖歎註,
X1191,西方確指,卍續,淨土宗部類,62,1卷,清 覺明菩薩說　常攝集,清1644~1911
X1192,清珠集,卍續,淨土宗部類,62,1卷,清 治兆輯,清1644~1911
X1193,蓮邦消息,卍續,淨土宗部類,62,1卷,清 妙空子述,清1644~1911
X1194,淨土極信錄,卍續,淨土宗部類,62,1卷,清 戒香述,清1644~1911
X1195,念佛起緣彌陀觀偈直解,卍續,淨土宗部類,62,1卷,清 張淵述,清1644~1911
X1196,淨土證心集,卍續,淨土宗部類,62,3卷,清 卍蓮述,清1644~1911
X1197,蓮宗必讀,卍續,淨土宗部類,62,1卷,清 古崑集,清1644~1911
X1198,淨土神珠,卍續,淨土宗部類,62,1卷,清 古崑集,清1644~1911
X1199,淨業痛策,卍續,淨土宗部類,62,1卷,清 照瑩集,清1644~1911
X1200,時時好念佛,卍續,淨土宗部類,62,1卷,清 果能述,清1644~1911
X1201,啟信雜說,卍續,淨土宗部類,62,1卷,清 周思仁輯,清1644~1911
X1202,淨土紺珠,卍續,淨土宗部類,62,1卷,清 德真輯,清1644~1911
X1203,修西輯要,卍續,淨土宗部類,62,1卷,清 信菴輯,清1644~1911
X1204,蓮修起信錄,卍續,淨土宗部類,62,6卷,清 程兆鸞錄存,清1644~1911
X1205,報恩論,卍續,淨土宗部類,62,2卷,清 沈善登述,清1644~1911
X1206,持名四十八法,卍續,淨土宗部類,62,1卷,清 鄭韋庵述,清1644~1911
X1207,蓮邦詩選,卍續,淨土宗部類,62,1卷,明 廣貴輯,明1368~1644
X1208,唯心集,卍續,淨土宗部類,62,1卷,清 乘戒著,清1644~1911
X1209,影響集,卍續,淨土宗部類,62,1卷,清 量海著,清1644~1911
X1210,二林唱和詩,卍續,淨土宗部類,62,1卷,清 彭紹升集,清1644~1911
X1211,觀河集節鈔,卍續,淨土宗部類,62,1卷,清 彭紹升著　弟子節鈔,清1644~1911
X1212,測海集節鈔,卍續,淨土宗部類,62,1卷,清 彭紹升著　弟子節鈔,清1644~1911
X1213,瓊樓吟稿節鈔,卍續,淨土宗部類,62,1卷,清 陶善著　弟子節鈔,清1644~1911
X1214,蓮修必讀,卍續,淨土宗部類,62,1卷,清 觀如輯,清1644~1911
X1215,普能嵩禪師淨土詩,卍續,淨土宗部類,62,1卷,清 德潤錄,清1644~1911
X1216,淨土救生船詩,卍續,淨土宗部類,62,1卷,清 寬量集,清1644~1911
X1217,菩提達磨大師略辨大乘入道四行觀,卍續,禪宗部類,63,1卷,梁 菩提達磨說,梁
X1218,達磨大師血脉論,卍續,禪宗部類,63,1卷,梁 菩提達磨述,梁
X1219,達磨大師悟性論,卍續,禪宗部類,63,1卷,梁 菩提達磨述,梁
X1220,達磨大師破相論,卍續,禪宗部類,63,1卷,梁 菩提達磨述,梁
X1222,修禪要訣,卍續,禪宗部類,63,1卷,北天竺 覺愛略說　唐 明恂隨錄　慧智傳譯,北天竺
X1223,頓悟入道要門論,卍續,禪宗部類,63,1卷,唐 慧海撰,唐618~907
X1224,諸方門人參問語錄,卍續,禪宗部類,63,1卷,唐 慧海撰,唐618~907
X1225,中華傳心地禪門師資承襲圖,卍續,禪宗部類,63,1卷,唐 裴休問　宗密答,唐618~907
X1226,宗門十規論,卍續,禪宗部類,63,1卷,唐 文益撰,唐618~907
X1229,定慧相資歌,卍續,禪宗部類,63,1卷,宋 延壽撰,宋960~1279
X1230,警世,卍續,禪宗部類,63,1卷,宋 延壽撰,宋960~1279
X1231,心賦注,卍續,禪宗部類,63,4卷,宋 延壽述,宋960~1279
X1232,智覺禪師自行錄,卍續,禪宗部類,63,1卷,宋 文冲(重校編集),宋960~1279
X1233,祇園正儀,卍續,禪宗部類,63,1卷,宋 道楷撰,宋960~1279
X1234,臨濟宗旨,卍續,禪宗部類,63,1卷,宋 慧洪撰,宋960~1279
X1235,智證傳,卍續,禪宗部類,63,1卷,宋 慧洪撰　覺慈編,宋960~1279
X1236,(重編)曹洞五位顯訣,卍續,禪宗部類,63,3卷,宋 慧霞編　廣輝釋,宋960~1279
X1237,寶鏡三昧本義,卍續,禪宗部類,63,1卷,清 行策述,清1644~1911
X1238,寶鏡三昧原宗辨謬說,卍續,禪宗部類,63,1卷,清 淨訥述,清1644~1911
X1239,溈山警策註,卍續,禪宗部類,63,1卷,宋 守遂註,宋960~1279
X1240,溈山警策句釋記,卍續,禪宗部類,63,2卷,明 弘贊註　開詗記,明1368~1644
X1241,證道歌註,卍續,禪宗部類,63,1卷,宋 彥琪註,宋960~1279
X1242,永嘉禪宗集註,卍續,禪宗部類,63,2卷,明 傳燈重編並註,明1368~1644
X1244,百丈清規證義記,卍續,禪宗部類,63,9卷,清 儀潤證義,清1644~1911
X1245,(重雕補註)禪苑清規,卍續,禪宗部類,63,10卷,宋 宗賾集,宋960~1279
X1246,入眾日用,卍續,禪宗部類,63,1卷,宋 宗壽集,宋960~1279
X1247,入眾須知,卍續,禪宗部類,63,1卷,,
X1248,幻住庵清規,卍續,禪宗部類,63,1卷,元 明本著,元1271~1368
X1249,叢林校定清規總要,卍續,禪宗部類,63,2卷,宋 惟勉編次,宋960~1279
X1250,禪林備用清規,卍續,禪宗部類,63,10卷,元 弋咸編,元1271~1368
X1251,叢林兩序須知,卍續,禪宗部類,63,1卷,明 通容述,明1368~1644
X1252,禪林疏語考證,卍續,禪宗部類,63,4卷,明 元賢集,明1368~1644
X1253,初學記,卍續,禪宗部類,63,1卷,宋 清覺述　元 道安注,宋960~1279
X1254,正行集,卍續,禪宗部類,63,1卷,宋 清覺述,宋960~1279
X1255,禪家龜鑑,卍續,禪宗部類,63,1卷,朝鮮 退隱述,朝鮮
X1256,宗門玄鑑圖,卍續,禪宗部類,63,1卷,明 虗一撰,明1368~1644
X1257,博山禪警語,卍續,禪宗部類,63,2卷,明 元來說　成正集,明1368~1644
X1258,禪宗直指,卍續,禪宗部類,63,1卷,明 石成金著,明1368~1644
X1259,禪門鍛鍊說,卍續,禪宗部類,63,1卷,明 戒顯著,明1368~1644
X1260,列祖提綱錄,卍續,禪宗部類,64,42卷,清 行悅集,清1644~1911
X1261,祖庭事苑,卍續,禪宗部類,64,8卷,宋 善卿編正,宋960~1279
X1262,禪林寶訓音義,卍續,禪宗部類,64,1卷,明 大建較,明1368~1644
X1263,禪林寶訓合註,卍續,禪宗部類,64,4卷,清 張文嘉較定　張文憲參閱,清1644~1911
X1264,禪林寶訓拈頌,卍續,禪宗部類,64,1卷,清 行盛著　超記錄,清1644~1911
X1265,禪林寶訓順硃,卍續,禪宗部類,64,4卷,清 德玉順硃,清1644~1911
X1266,禪林寶訓筆說,卍續,禪宗部類,64,3卷,清 智祥述,清1644~1911
X1268,叢林公論,卍續,禪宗部類,64,1卷,宋 惠彬述,宋960~1279
X1269,十牛圖頌,卍續,禪宗部類,64,1卷,宋 師遠述,宋960~1279
X1270,十牛圖頌,卍續,禪宗部類,64,1卷,明 胡文煥著,明1368~1644
X1271,十牛圖和頌,卍續,禪宗部類,64,1卷,,
X1276,禪門寶藏錄,卍續,禪宗部類,64,3卷,高麗 天頙撰,高麗918~1392
X1277,高峰龍泉院因師集賢語錄,卍續,禪宗部類,65,15卷,元 如瑛編,元1271~1368
X1278,禪宗雜毒海,卍續,禪宗部類,65,8卷,清 性音重編,清1644~1911
X1279,五宗原,卍續,禪宗部類,65,1卷,明 法藏著,明1368~1644
X1280,闢妄救略說,卍續,禪宗部類,65,10卷,明 圓悟著　真啟編,明1368~1644
X1281,御製揀魔辨異錄,卍續,事彙部類,65,8卷,清 世宗皇帝製,清1644~1911
X1282,五家宗旨纂要,卍續,禪宗部類,65,3卷,清 性統編,清1644~1911
X1283,宗範,卍續,禪宗部類,65,2卷,清 錢伊庵編緝,清1644~1911
X1285,慨古錄,卍續,禪宗部類,65,1卷,明 圓澄著,明1368~1644
X1286,祖庭鉗鎚錄,卍續,禪宗部類,65,2卷,明 通容輯著,明1368~1644
X1287,千松筆記,卍續,禪宗部類,65,1卷,明 大韶著,明1368~1644
X1288,萬法歸心錄,卍續,禪宗部類,65,3卷,清 超溟著,清1644~1911
X1289,禪宗指掌,卍續,禪宗部類,65,1卷,清 行海述,清1644~1911
X1290,觀心玄樞,卍續,禪宗部類,65,1卷,宋 延壽撰,宋960~1279
X1291,證道歌頌,卍續,禪宗部類,65,1卷,宋 法泉繼頌,宋960~1279
X1292,證道歌註,卍續,禪宗部類,65,1卷,宋 知訥述,宋960~1279
X1293,證道歌註,卍續,禪宗部類,65,1卷,元 永盛述　德弘編,元1271~1368
X1294,溈山警策註,卍續,禪宗部類,65,1卷,明 大香註,明1368~1644
X1295,禪宗頌古聯珠通集,卍續,禪宗部類,65,40卷,宋 法應集　元 普會續集,宋960~1279
X1296,宗門拈古彙集,卍續,禪宗部類,66,45卷,清 淨符彙集,清1644~1911
X1297,宗鑑法林,卍續,禪宗部類,66,72卷,清 集雲堂編,清1644~1911
X1298,禪門諸祖師偈頌,卍續,禪宗部類,66,2卷,宋 子昇錄　如祐錄,宋960~1279
X1299,禪林類聚,卍續,禪宗部類,67,20卷,元 道泰集,元1271~1368
X1301,佛果擊節錄,卍續,禪宗部類,67,2卷,宋 重顯拈古　克勤擊節,宋960~1279
X1302,焭絕老人天奇直註雪竇顯和尚頌古,卍續,禪宗部類,67,2卷,明 本瑞直註　道霖．性福編集,明1368~1644
X1303,林泉老人評唱投子青和尚頌古空谷集,卍續,禪宗部類,67,6卷,宋 義青頌古　元 從倫評唱,宋960~1279
X1304,林泉老人評唱丹霞淳禪師頌古虗堂集,卍續,禪宗部類,67,6卷,宋 子淳頌古　元 從倫評唱,宋960~1279
X1306,焭絕老人天奇直註天童覺和尚頌古,卍續,禪宗部類,67,2卷,明 本瑞直註　性福編集,明1368~1644
X1307,萬松老人評唱天童覺和尚拈古請益錄,卍續,禪宗部類,67,2卷,宋 正覺拈古　元 行秀評唱,宋960~1279
X1308,徑石滴乳集,卍續,禪宗部類,67,5卷,清 真在編　機雲重續,清1644~1911
X1309,正法眼藏,卍續,禪宗部類,67,3卷,宋 宗杲集並著語,宋960~1279
X1310,拈八方珠玉集,卍續,禪宗部類,67,3卷,宋 祖慶重編,宋960~1279
X1312,通玄百問,卍續,禪宗部類,67,1卷,元 圓通設問　行秀仰答,元1271~1368
X1313,青州百問,卍續,禪宗部類,67,1卷,金 一辯問　覺答,金1115~1234
X1314,古尊宿語錄目錄,卍續,禪宗部類,68,1卷,日本 道忠編,日本
X1315,古尊宿語錄,卍續,禪宗部類,68,48卷,宋 賾藏主集,宋960~1279
X1316,古尊宿語要目錄,卍續,禪宗部類,68,1卷,日本 道忠編,日本
X1317,續古尊宿語要目錄,卍續,禪宗部類,68,1卷,日本 道忠編,日本
X1318,續古尊宿語要,卍續,禪宗部類,68,6卷,宋 師明集,宋960~1279
X1319,御選語錄,卍續,事彙部類,68,19卷,清 世宗皇帝御選,清1644~1911
X1320,四家語錄,卍續,禪宗部類,69,1卷,,
X1321,馬祖道一禪師廣錄,卍續,禪宗部類,69,1卷,,
X1322,百丈懷海禪師語錄,卍續,禪宗部類,69,1卷,,
X1323,百丈懷海禪師廣錄,卍續,禪宗部類,69,1卷,,
X1326,五家語錄,卍續,禪宗部類,69,1卷,明 圓信．郭凝之 編集,明1368~1644
X1333,雪峰義存禪師語錄,卍續,禪宗部類,69,2卷,明 林弘衍編次,明1368~1644
X1335,善慧大士語錄,卍續,禪宗部類,69,4卷,唐 樓頴錄,唐618~907
X1336,龐居士語錄,卍續,禪宗部類,69,3卷,唐 于頔編集,唐618~907
X1338,石霜楚圓禪師語錄,卍續,禪宗部類,69,1卷,(小師)慧南重編,
X1339,瑯琊慧覺禪師語錄,卍續,禪宗部類,69,1卷,(參學)用孫序,
X1340,黃龍四家錄,卍續,禪宗部類,69,1卷,宋 秀人錢密序,宋960~1279
X1342,雲菴克文禪師語錄,卍續,禪宗部類,69,1卷,,
X1343,寶覺祖心禪師語錄,卍續,禪宗部類,69,1卷,(侍者)子和錄　(門人)仲介重編 等編,
X1344,死心悟新禪師語錄,卍續,禪宗部類,69,1卷,,
X1345,超宗慧方禪師語錄,卍續,禪宗部類,69,1卷,,
X1346,雪峰慧空禪師語錄,卍續,禪宗部類,69,1卷,(嗣法)慧弼編,
X1347,長靈守卓禪師語錄,卍續,禪宗部類,69,1卷,(嗣法)介諶編,
X1348,雪菴從瑾禪師頌古,卍續,禪宗部類,69,1卷,,
X1350,保寧仁勇禪師語錄,卍續,禪宗部類,69,1卷,(參學門人)道勝．圓淨 錄,
X1351,白雲守端禪師語錄,卍續,禪宗部類,69,2卷,,
X1352,白雲守端禪師廣錄,卍續,禪宗部類,69,4卷,(參學小師)處凝．智本．智華 等錄,
X1353,開福道寧禪師語錄,卍續,禪宗部類,69,2卷,(嗣法小師)善果集,
X1354,月林師觀禪師語錄,卍續,禪宗部類,69,1卷,(侍者)法寶．法璹．慶會 等編,
X1355,無門慧開禪師語錄,卍續,禪宗部類,69,2卷,(侍者)普敬．普通．了心 等錄,
X1356,普菴印肅禪師語錄,卍續,禪宗部類,69,3卷,,
X1357,佛果克勤禪師心要,卍續,禪宗部類,69,4卷,(嗣法)子文編,
X1358,虎丘紹隆禪師語錄,卍續,禪宗部類,69,1卷,(參學)嗣端 等編,
X1359,應菴曇華禪師語錄,卍續,禪宗部類,69,10卷,(嗣法)守詮 等編,
X1360,瞎堂慧遠禪師廣錄,卍續,禪宗部類,69,4卷,(參學)齊己．如本．祖淳 等編,
X1361,濟顛道濟禪師語錄,卍續,禪宗部類,69,1卷,宋 沈孟柈敘述,宋960~1279
X1362,普覺宗杲禪師語錄,卍續,禪宗部類,69,2卷,(參學)法宏．道謙 編,
X1363,西山亮禪師語錄,卍續,禪宗部類,69,1卷,(侍者)覺心．志清 編,
X1364,率菴梵琮禪師語錄,卍續,禪宗部類,69,1卷,(小師)了見、(侍者)文郁．本空 編 等編,
X1365,北磵居簡禪師語錄,卍續,禪宗部類,69,1卷,(參學)大觀編,
X1366,物初大觀禪師語錄,卍續,禪宗部類,69,1卷,(門人)德溥 等編校,
X1367,笑隱大訢禪師語錄,卍續,禪宗部類,69,4卷,(門人)延俊．慧曇．中孚 等編,
X1368,偃溪廣聞禪師語錄,卍續,禪宗部類,69,2卷,(侍者門人)元清．淨志．普暉 等編,
X1369,大川普濟禪師語錄,卍續,禪宗部類,69,1卷,(門人)元愷編,
X1370,淮海原肇禪師語錄,卍續,禪宗部類,69,1卷,(侍者門人)實仁．宗文．法奇 等編,
X1371,介石智朋禪師語錄,卍續,禪宗部類,69,1卷,(參學侍者)正賢．宗坦．延輝 等編,
X1372,無文道燦禪師語錄,卍續,禪宗部類,69,1卷,(小師)惟康編,
X1374,龍源介清禪師語錄,卍續,禪宗部類,70,1卷,(侍者)士洵．德高．懷珠 編,
X1375,曹源道生禪師語錄,卍續,禪宗部類,70,1卷,(侍者)道冲編,
X1376,痴絕道冲禪師語錄,卍續,禪宗部類,70,2卷,(嗣法門人)智沂．悟開．行彌 等編,
X1377,松源崇嶽禪師語錄,卍續,禪宗部類,70,2卷,(參學)善開．光睦．普巖 等錄,
X1378,無明慧性禪師語錄,卍續,禪宗部類,70,1卷,(侍者)妙儼．圓澄．妙全 等編,
X1379,運菴普巖禪師語錄,卍續,禪宗部類,70,1卷,(侍者)元靖．智能．惟衍 編,
X1381,破菴祖先禪師語錄,卍續,禪宗部類,70,1卷,(參學)圓照等編,
X1382,無準師範禪師語錄,卍續,禪宗部類,70,5卷,(侍者)宗會．智折．覺圓 等編,
X1383,無準和尚奏對語錄,卍續,禪宗部類,70,1卷,(侍者)了南．了垠 編,
X1384,絕岸可湘禪師語錄,卍續,禪宗部類,70,1卷,(嗣法門人)妙恩．正從．自永 等編,
X1385,樵隱悟逸禪師語錄,卍續,禪宗部類,70,2卷,(侍者)正定編,
X1386,石田法薰禪師語錄,卍續,禪宗部類,70,4卷,(門人)了覺．師坦 等編,
X1387,劍關子益禪師語錄,卍續,禪宗部類,70,1卷,(侍者)善珙．德修．慧澄 等編,
X1388,環溪惟一禪師語錄,卍續,禪宗部類,70,2卷,(參學)覺此編,
X1389,希叟紹曇禪師語錄,卍續,禪宗部類,70,1卷,(侍者)自悟．了舜．妙恩 等編,
X1390,希叟紹曇禪師廣錄,卍續,禪宗部類,70,7卷,(侍者)法澄．了舜．普和 等編,
X1391,西巖了慧禪師語錄,卍續,禪宗部類,70,2卷,(門人侍者)修義．景元．宗清 等編,
X1392,月磵禪師語錄,卍續,禪宗部類,70,2卷,(嗣法)妙寅、(侍者)法嚴．德圓．覺靜 等編,
X1393,平石如砥禪師語錄,卍續,禪宗部類,70,1卷,(嗣法門人)文才．子昶．了因 等編,
X1394,斷橋妙倫禪師語錄,卍續,禪宗部類,70,2卷,(侍者)文寶．善靖 編,
X1395,方山文寶禪師語錄,卍續,禪宗部類,70,1卷,(嗣法)先覩．祖燈 等錄　(法孫)機雲編 等編,
X1396,無見先覩禪師語錄,卍續,禪宗部類,70,2卷,(嗣法門人)智度等編,
X1397,雪巖祖欽禪師語錄,卍續,禪宗部類,70,4卷,(嗣法門人)昭如．希陵 等編,
X1398,海印昭如禪師語錄,卍續,禪宗部類,70,1卷,(門人)行純．道彰．從心 集,
X1399,石屋清洪禪師語錄,卍續,禪宗部類,70,2卷,(參學門人)至柔等編,
X1400,高峰原妙禪師語錄,卍續,禪宗部類,70,2卷,(參學門人)編,
X1401,高峰原妙禪師禪要,卍續,禪宗部類,70,1卷,(侍者)持正錄　(參學)洪喬祖編 等編,
X1402,天目明本禪師雜錄,卍續,禪宗部類,70,3卷,,
X1403,天如惟則禪師語錄,卍續,禪宗部類,70,9卷,(小師)善遇編,
X1404,兀菴普寧禪師語錄,卍續,禪宗部類,71,3卷,(侍者)淨韻．清澤．道昭 等編,
X1405,石溪心月禪師語錄,卍續,禪宗部類,71,3卷,(侍者)住顯．宗煥．祖定 等編,
X1406,石溪心月禪師雜錄,卍續,禪宗部類,71,1卷,,
X1407,虛舟普度禪師語錄,卍續,禪宗部類,71,1卷,(嗣法)淨伏、(門人)行佑．德珍．瓊林 等編 等編,
X1408,即休契了禪師拾遺集,卍續,禪宗部類,71,1卷,日本 及藏主集錄,日本
X1409,月江正印禪師語錄,卍續,禪宗部類,71,3卷,(門人)居簡．妙心．大機 等編,
X1410,曇芳守忠禪師語錄,卍續,禪宗部類,71,2卷,(嗣法)繼祖等編,
X1411,橫川行珙禪師語錄,卍續,禪宗部類,71,2卷,(門人)本光等編,
X1412,古林清茂禪師語錄,卍續,禪宗部類,71,5卷,(小師)元浩．清欲．應槐 編,
X1413,古林清茂禪師拾遺偈頌,卍續,禪宗部類,71,2卷,日本 海壽編次,日本
X1414,了菴清欲禪師語錄,卍續,禪宗部類,71,9卷,(參學)一志．元皓．可興 等編,
X1415,穆菴文康禪師語錄,卍續,禪宗部類,71,1卷,(嗣法參學)清逸．智辯．寶日 等編 等編,
X1416,恕中無慍禪師語錄,卍續,禪宗部類,71,6卷,(嗣法參學)宗黼．道瑄．宗亘 等編,
X1417,了堂惟一禪師語錄,卍續,禪宗部類,71,4卷,(門人)宗義．有端．思齊 等編,
X1418,呆菴普莊禪師語錄,卍續,禪宗部類,71,8卷,(門人)慧啟．智粵．智勝 等編,
X1419,元叟行端禪師語錄,卍續,禪宗部類,71,8卷,(門人)法林．曇噩．祖銘 等編,
X1420,楚石梵琦禪師語錄,卍續,禪宗部類,71,20卷,(門人)祖光．文玹．曇紹 等編,
X1421,愚菴智及禪師語錄,卍續,禪宗部類,71,10卷,(門人)觀通．溥震．正除 等編,
X1422,南石文琇禪師語錄,卍續,禪宗部類,71,4卷,(門人)宗謐．妙門．復初 等編,
X1423,投子義青禪師語錄,卍續,禪宗部類,71,2卷,(傳法)自覺重編,
X1424,投子義青禪師語錄,卍續,禪宗部類,71,1卷,(嗣法)道楷編,
X1425,丹霞子淳禪師語錄,卍續,禪宗部類,71,2卷,(嗣法小師)慶預校勘,
X1426,真歇清了禪師語錄,卍續,禪宗部類,71,2卷,(侍者)德初．義初 等編,
X1428,淨慈慧暉禪師語錄,卍續,禪宗部類,72,6卷,(弟子)明總下語寄言、了廣編,
X1431,雲外雲岫禪師語錄,卍續,禪宗部類,72,1卷,(小師)士慘編,
X1432,無明慧經禪師語錄,卍續,禪宗部類,72,4卷,(嗣法)元賢重編,
X1433,晦臺元鏡禪師語錄,卍續,禪宗部類,72,1卷,(嗣法)道盛集,
X1434,見如元謐禪師語錄,卍續,禪宗部類,72,1卷,(門人)道璞集,
X1435,無異元來禪師廣錄,卍續,禪宗部類,72,33卷,(法孫)弘瀚彙編、弘裕同集,
X1436,博山無異大禪語錄集要,卍續,禪宗部類,72,1卷,(首座)成正錄,
X1437,永覺元賢禪師廣錄,卍續,禪宗部類,72,30卷,(嗣法)道霈重編,
X1438,為霖道霈禪師秉拂語錄,卍續,禪宗部類,72,2卷,(書記)太靖錄,
X1439,為霖道霈禪師餐香錄,卍續,禪宗部類,72,2卷,(書記)太泉錄,
X1440,為霖道霈禪師還山錄,卍續,禪宗部類,72,4卷,(侍者)興燈．心亮．法雲 等錄,
X1441,為霖禪師雲山法會錄,卍續,禪宗部類,72,1卷,(弟子)謝大材．潘道靖．黃大廣 同錄 等錄,
X1442,為霖禪師旅泊菴稿,卍續,禪宗部類,72,4卷,(弟子)太泉．等純．興燈 等錄,
X1443,宗寶道獨禪師語錄,卍續,禪宗部類,72,6卷,(法孫)今釋重編,
X1444,湛然圓澄禪師語錄,卍續,禪宗部類,72,8卷,(門人)明凡錄　丁元公．祁駿隹 編 等編,
X1445,玄沙師備禪師廣錄,卍續,禪宗部類,73,3卷,(參學)智嚴集,
X1446,玄沙師備禪師語錄,卍續,禪宗部類,73,3卷,明 林弘衍編次,明1368~1644
X1447,薦福承古禪師語錄,卍續,禪宗部類,73,1卷,(門人)文智編,
X1448,法昌倚遇禪師語錄,卍續,禪宗部類,73,1卷,(小師)宗密錄,
X1449,吳山淨端禪師語錄,卍續,禪宗部類,73,2卷,(法孫)師皎重編,
X1450,慧林宗本禪師別錄,卍續,禪宗部類,73,1卷,(嗣法)慧辯錄,
X1451,慈受懷深禪師廣錄,卍續,禪宗部類,73,4卷,(侍者)善清．善隨．宗先 等編,
X1452,紫柏尊者全集,卍續,禪宗部類,73,29卷,明 德清閱,明1368~1644
X1453,紫柏尊者別集,卍續,禪宗部類,73,4卷,明 錢謙益纂閱,明1368~1644
X1454,雲谷和尚語錄,卍續,禪宗部類,73,2卷,(參學)宗敬．道傑．惟能 等編,
X1455,聖箭堂述古,卍續,禪宗部類,73,1卷,清 道霈述,清1644~1911
X1456,憨山老人夢遊集,卍續,禪宗部類,73,52卷,(侍者)福善日錄 (門人)通炯編輯,
X1457,雲門麥浪懷禪師宗門設難,卍續,禪宗部類,73,1卷,明 許元釗錄,明1368~1644
X1458,宗門寶積錄,卍續,禪宗部類,73,1卷,清 本晳輯,清1644~1911
X1464,三時繫念佛事,卍續,淨土宗部類,74,1卷,宋 延壽述,宋960~1279
X1465,三時繫念儀範,卍續,淨土宗部類,74,1卷,宋 延壽述,宋960~1279
X1466,無量壽佛讚註,卍續,淨土宗部類,74,1卷,宋 元照撰　戒度注,宋960~1279
X1467,禮念彌陀道場懺法,卍續,淨土宗部類,74,10卷,元 王子成集,元1271~1368
X1468,西歸行儀,卍續,淨土宗部類,74,1卷,清 古崑錄輯,清1644~1911
X1469,華嚴經海印道場九會請佛儀,卍續,華嚴部類,74,1卷,,
X1470,華嚴經海印道場懺儀,卍續,華嚴部類,74,42卷,唐 一行慧覺依經錄　宋 普瑞補註　明 讀徹參閱　明 木增訂正,唐618~907
X1471,華嚴清涼國師禮讚文,卍續,華嚴部類,74,1卷,宋 智肱述,宋960~1279
X1472,華嚴普賢行願修證儀,卍續,華嚴部類,74,1卷,宋 淨源集,宋960~1279
X1473,華嚴普賢行願修證儀,卍續,華嚴部類,74,1卷,宋 淨源集,宋960~1279
X1474,華嚴道場起止大略,卍續,華嚴部類,74,1卷,明,
X1475,圓覺經道場修證儀,卍續,華嚴部類,74,18卷,唐 宗密述,唐618~907
X1476,圓覺經道場略本修證儀,卍續,華嚴部類,74,1卷,宋 淨源錄,宋960~1279
X1477,首楞嚴壇場修證儀,卍續,華嚴部類,74,1卷,宋 淨源編敘,宋960~1279
X1478,依楞嚴究竟事懺,卍續,華嚴部類,74,2卷,明 禪修述,明1368~1644
X1479,佛母孔雀尊經科式,卍續,密教部類,74,1卷,明,
X1480,千手千眼大悲心咒行法,卍續,法華部類,74,1卷,宋 知禮始集　清 讀體重纂,宋960~1279
X1481,准提三昧行法,卍續,密教部類,74,1卷,明 受登集,明1368~1644
X1482,准提焚修悉地懺悔玄文,卍續,密教部類,74,1卷,清 夏道人集,清1644~1911
